Listing_num,Address,City,House_type,Price,Estimated_price,Estimated_on,Bedroom_num,Washroom_num,Parking_num,Tax,Maintenance,Building_age,Size,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Property_style,Exposure,Description
C4853271,Unit Ph1004 - 1 Deer Park Cres,Yonge-St. Clair - Toronto,Condo Apt,"$ 1,695,000","$1,652,613",As of 2020-08-06,2 Bedrooms,3 Bathrooms,2 Garage,"$ 5,391",$1732/month,"water,heat",-,2020-08-01,2020-08-06,"$2,300",-0.03%,Yonge St & St. Clair Ave,2-Storey,Nw,"Rarely Offered 2 Storey Executive Penthouse Suite In Private Boutique Building. Over $350K Spent On Quality Custom Designer Renovation (Ask La). Steps From Longos, Lcbo, Starbucks, New Restaurants Arthur And Buca, Ttc At Front Door. 270 Degree Views Of The City From 2 Terraces. Two Parking Spots And One Locker. A Mid-Town Gem Of A Suite In Toronto!!
Stainless Steel Appliances: Fridge, Wine Fridge, Stove, Microwave, Hood. B/In Dishwasher. Front Load Washer And Dryer. Custom Light Fixtures, Pot Lights, And All Blinds. 2 Parking Spots, One Locker."
C4795282,Unit 904 - 61 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,"$ 1,800,000","$1,751,546",As of 2020-09-11,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,810",$1244/month,"water,hydro,heat",-,2020-06-16,2020-09-10,"$3,527",1.14%,St. Clair Ave W And Yonge,Apartment,N,"Contemporary Elegance In Sought After Granite Place. Renovated Spacious 2 Br, 2 Bath Suite. Exceptional Design New Engineered Hdwd Flr. Fabulous Kitchen + Master Bathroom. Caesar Stone Counter Top, Slate Flr In Bthrms W/Top Of The Line Hardware, 3 Walk-Outs To Large N/W Balcony, Ensuite Laundry, 1 Parking + Lrg Locker Incl.This Vibrant Area Offers Fabulous Amenities, Steps To Yonge & St Clair, Parks, Shops, Restaurants, Ttc, School, Longos + Lcbo Next Door
Top Of The Line Samsung Appliances: S/S Dbl Dr Fridge, S/S Glass Top Stove, S/S Dishwasher, S/S Microwave, Washer, Dryer All Window Coverings, Elfs, New A/C + Thermostats. Exl: Dining Rm Fixture, Bar And Glass Shelving In Living Rm."
C4904771,Unit 301 - 40 Oaklands Ave,Yonge-St. Clair - Toronto,Condo Apt,"$ 1,895,000","$1,798,008",As of 2020-09-12,1+1 Bedrooms,3 Bathrooms,2 Garage,"$ 6,405",$2398/month,water,31-50,2020-09-09,2020-09-11,"$2,308",-0.51%,Oaklands Avenue,2-Storey,Sw,"Welcome To Suite 301 At The Oaklands! This Sophisticated 2,315Sqft Southwest Corner Suite Is Truly One Of A Kind. The Upper Level Boasts An Elegant Living Room With Sleek, Architectural Custom Built-Ins, Floor To Ceiling Windows Featuring A South-Facing View, And A Wood-Burning Fireplace. The Main Level Features A Grand Dining Room And Light-Filled Eat-In Kitchen And An 800 Square Foot South-Facing Private Terrace.
The Tasteful Master Suite Features A Walk-Through Closet, Floor-To-Ceiling Windows With A Walkout To A Second South-Facing Balcony, And A Four Piece Ensuite. The Enclosed Den Provides A Welcoming Family Room Or A Convenient Home Office."
C4865600,Unit 909 - 575 Bloor St E,North St. James Town - Toronto,Condo Apt,"$ 780,000","$744,878",As of 2020-08-11,1+1 Bedrooms,2 Bathrooms,1 Garage,$ -,-,water,New,2020-08-11,2020-08-11,"$2,973",4.56%,Bloor - Parliament,Apartment,W,"Location! Location! Location! Assignment Sale At Luxurious Via Bloor By Renowned Builder Tridel! Spacious 1+1 Br Unit With West Exposure! One Parking Included! 2 Full Baths! Laminate Fl, Premium Porcelain Fl Tile In Bathrooms. Chef-Style Kitchen W/ Undermount Sink, 2 Min Drive To Dvp, Few Steps To Castle Frank And Sherbourne Subway, 15-Minute Walk To Yonge/Bloor, Few Mins Away From U Of T And Ryerson!
One Parking Included! S/S Stove, Fridge, Microwave/Hood Combo, Dishwasher. Washer & Dryer. Outdoor Swimming Pool, Spa Lounge, Fitness Centre, Theatre Room, Games Room, Yoga Studio. Tridel Connect Smart Home Technology"
C4884477,Unit 902 - 120 Homewood Ave,North St. James Town - Toronto,Condo Apt,"$ 609,900","$658,737",As of 2020-09-03,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,087",$391/month,water,11-15,2020-08-25,2020-09-03,"$2,292",2.93%,Jarvis And Wellesley,Apartment,N,"Tridel Leeds Certified Building. Great Layout One Bedroom + Den Suite In Luxury Verve Community. 24 Hrs Concierge, Roof Top Pool, Cabanas, Sauna, Party Rooms, Theatre, Gym, Yoga Room, Billiards, Visitor Pkg And Much More. Steps From Ttc, Subway (Sherbourne/ Wellesley), Grocers, Coffee Shops, Restaurants And More.
Refrigerator, Stove, Microwave, Dishwasher, Washer And Dryer, All Electrical Light Fixtures, All Window Coverings."
C4886131,Unit 3208 - 120 Homewood Ave,North St. James Town - Toronto,Condo Apt,"$ 599,900","$614,461",As of 2020-09-04,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,413",$438/month,11-15,600-699 feet²,2020-08-26,2020-09-04,"$2,200",2.81%,Wellseley / Sherbourne,Multi-Level,S,"Welcome To The Popular, ""The Verve"". Open Concept Layout With 9' Ceilings & Incredible South Facing Views, Creating A Wow Factor As Seen In The Photos. Won't Disappoint. Great Den Used As An Office/Bedroom; Amenities Near Walking Distance, Transit Outside Your Front Door.
All Furniture Negotiable. One Of Few Limited Units That Has The Larger Balcony!!!"
C4905475,Unit 2601 - 28 Linden St,North St. James Town - Toronto,Condo Apt,"$ 499,990","$551,875",As of 2020-09-10,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,943",$380/month,-,500-599 feet²,2020-09-10,2020-09-10,"$1,865",2.66%,Bloor E/Sherbourne,Apartment,N,"Finally! An Affordable 1 Bedroom On A High Floor In The James Cooper Mansion With An Incredible Layout That Has 0 Wasted Space, With Sweeping Views Of The Incredible Rosedale Valley On The Extra Large Balcony That Spans The Length Of The Unit! Live In This Luxury Tridel Building Steps Away From The Sherbourne Subway Station, Bloor Street, The New Commercial Strip Including: Tim Hortons, Wine Rack, Shoppers Drugmart, Freshco, Etc.
All Stainless Steel Appliances Including (Stove, Fridge, B/I Dishwasher, B/I Microwave W/ Rangehood), Stacked Washer & Dryer, And Roller Blinds Throughout! Beautiful Amenities Include: Concierge, Party Room, Gym, Visitor Pkg, Guest Suites!"
C4867239,Unit 306 - 500 Sherbourne St,North St. James Town - Toronto,Condo Apt,"$ 699,000","$658,955",As of 2020-08-15,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,884",$405/month,"water,heat",-,2020-08-12,2020-08-15,"$2,146",2.7%,Sherbourne /Wellesly,Apartment,S,"Downtown Core,South-Facing Sun Filled 1Bed+Den (Can Be 2nd Bedroom), Very Funtional Layout, 9.5'Ceiling, Granite Counters. Low Maintenance Fee.Amenities:24 Hrs Concierge, Party Room, Games Room, Sauna, Rooftop Garden W/Bbq. Across Road Community Centre With Library, Gym,Swimpool(Under Construction), Steps To Supermarkets,Timhorton, Minutes' Walk To 2 Subway Stations, 20Min' Walk Or 7Min' Bus To U Of T & Ryerson University.
Many Upgrades: Hi-Quality Sliding Doors, Chandeliers,Engineered Wood Flooring Through-Out, Stainless Steel Appliances: Fridge, Stove, B/I Dishwasher & B/I Microwave; Washer & Dryer; All Window Coverings"
C4905576,Unit 2203 - 500 Sherbourne St,North St. James Town - Toronto,Condo Apt,"$ 775,000","$789,569",As of 2020-09-10,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,825",$602/month,"water,heat",6-10,2020-09-10,2020-09-10,"$2,758",2.7%,Bloor St E & Sherbourne St,Apartment,Ne,"Gorgeous North Facing High Floor Corner Unit 837 Sq Ft + 45 Sq Ft Balcony With 10' Ceiling Of Functions With 10 Ft Ceiling. Granite Counters With Open Concept Kitchen Wall To Wall. Large Window In All Rooms, Spacious Two Bedroom With Full Two Washrooms. Amenities Including Ttc Shopping, Park, Hospital. Open Through Clear South Lake Views Parking Owned.
Appliances All S/S Fridge, Dishwasher, Stove, B/I , Microwave, Washer, Dryer, All Window Covers & Elfs. Concierge,Visitor Parking, Guest Room & More."
C4865607,Unit 803 - 575 Bloor St E,North St. James Town - Toronto,Condo Apt,"$ 1,000,000","$967,513",As of 2020-08-11,2 Bedrooms,2 Bathrooms,1 Garage,$ -,$542/month,water,New,2020-08-11,2020-08-11,"$2,778",2.61%,Bloor - Parliament,Apartment,Ne,"Location! Location! Location! Assignment Sale At Luxurious Via Bloor By Renowned Builder Tridel! Spacious 2Br Corner Unit With Ne Clear View Of Rosedale Ravine! One Parking Included! 2 Full Baths! Laminate Fl, Premium Porcelain Fl Tile In Bathrooms. Chef-Style Kitchen W/ Undermount Sink. 2 Min Drive To Dvp, Few Steps To Castle Frank And Sherbourne Subway, 15-Minute Walk To Yonge/Bloor, Few Mins Away From U Of T And Ryerson!
One Parking Included! S/S Stove, Fridge, Microwave/Hood Combo, Dishwasher. Washer & Dryer. Outdoor Swimming Pool, Spa Lounge, Fitness Centre, Theatre Room, Games Room, Yoga Studio. Tridel Connect Smart Home Technology"
C4901708,Unit 1903 - 120 Homewood Ave,North St. James Town - Toronto,Condo Apt,"$ 649,900","$685,984",As of 2020-09-08,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,357",$443/month,-,600-699 feet²,2020-09-08,2020-09-08,"$2,200",2.53%,Jarvis/Wellesley,Apartment,N,"Fabulous Opportunity At Award Winning Tridels Verve. This Immaculate Suite Offers Almost 700 Sqft Of Functional Space & Picturesque Cityscape Views. All Window Coverings & Elf's. Appl Inc: Brand New Frigidaire Oven & Front Load Whirlpool Washer/Dryer, Built In Whirlpool Mic & Dw, Spacious Den, Walk In Laundry Storage, Juliette Bal., Master Boasts Oversized W/I Closet W/Cus Built-Ins & Stunning Views Of City Skyline. Pristine 4Pc Bath.
Spectacular Amenities Include: Outdr Pool/Cabanas, Outdr Bbq, State Of The Art Gym, Party Rm, 24 Hr Concierge & More. Walking Distance To Trendy Shops And Eateries. Parking & Locker Included!"
C4896708,Unit 908 - 28 Linden St,North St. James Town - Toronto,Condo Apt,"$ 834,900","$809,671",As of 2020-09-03,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,005",$624/month,water,-,2020-09-03,2020-09-03,"$2,540",2.27%,Bloor And Sherbourne,Apartment,W,"Fantastic Downtown Location In The Luxurious Tridel Built James Cooper Mansion. Open Concept, Split 2 Bed / 2 Bath Condo W A Perfect 855 Sq Ft Layout. Modern Kitchen W Full Size Fridge/Stove & Granite Counters. Light Streams In The Huge Windows, W/O To Balcony From The Lr (Unobstructed East View). Steps To Sherbourne Subway Station, Restaurants, Yorkville, U Of T, Ryerson. Jcm Has State Of The Art Amenities Including: Large Gym, Media Room, 24 Hr. Concierge.
S/S Fridge, Stove, B/I Microwave, B/I Dishwasher, Washer/Dryer, All Elf's."
C4893404,Unit 1505 - 28 Linden St,North St. James Town - Toronto,Condo Apt,"$ 889,000","$946,237",As of 2020-09-02,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,247",$630/month,water,0-5,2020-09-01,2020-09-02,"$2,800",2.22%,Bloor/ Sherbourne,Apartment,S,"Luxury Tridel 'Green' Bldg; James Cooper Mansion,Split 2Br, 9' Ceiling Suite. Kitchen With Centre Island, Unobstructed South View. 24 Hrs Concierge. Next To School, Less Than 5 Minutes Walking Distance To Sherbourne Subway Station, Ttc, Shops, Library & Restaurants, Steps From No Frills, State Of Art Amenities: Movie Theatre, Exercise Rm. Party Rm W/Kitchen, Billiard Lounge.
Fridge, Stove, B/I Microwave With Range Hood, B/I Dishwasher, Front Load Washer & Dryer, All Elfs And All Window Coverings."
C4881266,Unit 112 - 21 Earl St,North St. James Town - Toronto,Condo Apt,"$ 649,900","$678,519",As of 2020-09-02,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,393",$536/month,water,-,2020-08-21,2020-09-02,"$1,958",1.98%,Jarvis/Wellesley,Loft,S,"Tired Of ""Cookie Cutter"" Condos, Looking For Something Unique? This 720 Sq Ft 1 Bed + Den 2-Storey Loft Is For You. Main Floor Is Open Plan, Great For Entertaining. Huge Windows Flood The Area With Natural Light. Second Floor Overlooks Main And Contains Den/Office Space, Laundry, Spa-Like Bathroom With Walk-In Glass Shower, Spacious Bedroom With Double Closet And Private Balcony. Walk To Shops, Cafes, Parks, Ttc And Restaurants. Welcome Home!
Incl Fridge, Stove, B/I Microwave & Dishwasher, Kitchen Island, Washer/Dryer, All Elfs, Ceiling Fan, Custom Window Blinds, Fireplace In Liv Rm. Parking. Locker Adjacent To Parking. Outdoor Bbq Area. Hot Water Tank, Heater/Ac Unit Owned."
C4789000,Unit 3006 - 500 Sherbourne St,North St. James Town - Toronto,Condo Apt,"$ 1,185,000","$1,173,374",As of 2020-07-21,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,330",$965/month,"water,heat",6-10,2020-06-11,2020-07-21,"$2,938",1.5%,Sherbourne/Wellesley,Apartment,Sw,"Indescribable Living Experience Complimented W/Unparalleled, Panoramic City Views. Large Corner Unit, 1360 Sq.Ft. With 2 X 85 Sq.Ft. Balconies.10 Ft Smooth Ceilings,Gourmet Chefs Kitchen,Master Suite W/Spa Inspired Washroom & Large Walk-In Closet W Custom Organizers. Neutral Finishings. Beautiful Built-In Bar In Lr. Loads Of Storage Space. Parking W/2 Bike Racks,Locker.Entertainers Dream & Views Of Lake Ontario.
S/S Fridge,S/S Stove,S/S Microwave,S/S B/I Dishwasher,Washer,Dryer,All Elf's,All Window Coverings.Walk To 2 Subwy Lines,World Class Amenities."
C4880984,Unit 507 - 28 Linden St,North St. James Town - Toronto,Condo Apt,"$ 1,450,000","$1,421,392","<selenium.webdriver.remote.webelement.WebElement (session=""7a3e11b5f1a5cbd46c6f28ed6935c1da"", element=""165bd01e-5338-4607-bbbd-7ea7cd2a6eb4"")>",2 Bedrooms,2 Bathrooms,1 Garage,"$ 5,831",$1250/month,water,-,2020-08-21,2020-09-11,"$2,800",0.77%,Bloor Street East & Sherbourne,Apartment,Sw,"Offering Tranquility, Scale & Unparalleled Luxury, This Breathtaking Two-Bedroom Residence In The James Cooper Mansion Will Be Your Own Private Oasis, Just Steps To Bloor St.! With Over 1645 Well-Proportioned, Luxurious Square Feet, The Suite Offers A Wonderful Canvas For Creative Ingenuity. Heralded By A Grand Dining & Living Room & A Southwest Garden Terrace Oasis W/ Breathtaking City Views .Enclosed Eat-In Kitchen W/ Walkout To Additional Balcony.
Master Retreat Includes Large Walk-In Closet, Custom Mill Work & Spa-Like 5 Piece En-Suite. Second Bedroom Incl. Convenient Walk-In Closet & Breathtaking South Views. Residence Incl. Private Locker & One Parking Space.Terrace Has Gas Hookup"
C4882653,Unit 1101 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 598,000","$591,595",As of 2020-08-24,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,777",$340/month,"water,heat",0-5,2020-08-24,2020-08-24,"$2,426",3.71%,Dundas/Parliament,Apartment,E,"A Spacious Boutique Style Living And Sun Filled 1 Bed + 1 Den Unit With 9 St Ceiling In The Heart Of Down Town. An Award Winning Redevelopment Of Regent Park In The Bartholomew Condominium By Daniel's. Beautiful Modern Kitchen With Granite Counter Tops With Ss Appliances, Stacked Front Load Washer/Dryer, Grey Laminate Flooring. Spacious Bedroom With Large Closet. A Large Den Could Be Used As 2nd Bedroom And Balcony With Unobstructed Views.
Fridge, Stove, Dishwasher, Washer & Dryer, Blinds, All Elfs."
C4894820,Unit 2412 - 20 Tubman Ave,Regent Park - Toronto,Condo Apt,"$ 569,900","$542,148",As of 2020-09-02,1 Bedrooms,1 Bathrooms,0 Garage,$ -,$284/month,"water,heat",0-5,2020-09-02,2020-09-02,"$1,950",3.48%,Dundas St. E. & Parliament Ave,Apartment,W,"Welcome To The Wyatt Condominiums, Built By Daniels Corporation. An Ideal Location, Within Minutes The Dvp & Public Transportation. Ideal 1 Br Layout Plus Balcony. Unobstructed Beautiful Views Of The City. Over 500Sqft Of Total Living Space. Live, Work & Play In The City!
All Existing Appliance - Fridge, Stove, Dishwasher, Washer/Dryer And Window Coverings."
C4857028,Unit 1103 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 499,999","$517,456",As of 2020-08-12,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,469",$255/month,"water,heat",0-5,2020-08-05,2020-08-12,"$1,880",3.3%,Dundas St E / Parliament St,Apartment,Sw,"Downtown Living @ The Bartholomew By Daniel's! Boutique 1 Bdrm (Converted Bachelor), 1 Bth Unit In Heart Of It All! Practical Layout W/Opn Concept Modern Kit.& Living Rm, Bdrm W/Dble Closet & Juliette Balcony, Lrge 4Pc Bth, Ensuite Laundry. Bldg Boasts Premium Amenities(Concierge/Exercise Rm/Party Rm/Meeting Rm/Rooftop Deck/Grdn), Steps To Everything(Parks,Ttc, Schools, Shopping, Restaurants, Mins To Gardiner & Dvp +++). Perfect For Investor Or 1st-Time Buyer
All Elf's, All Blinds, All Appliances(S/S Electrolux Fridge,Glass Cooktop,S/S B/I Convection Oven,S/S D/W, S/S Panasonic Microwave), Washer/Dryer,Storage Locker, *Beautiful Sw View Of City Skyline!* Locker # Room 1-A26."
C4877450,Unit 1108 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 669,000","$693,396",As of 2020-08-25,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,327",$399/month,"water,heat",0-5,2020-08-19,2020-08-25,"$2,550",3.19%,Dundas & Parliament,Apartment,Nw,"Corner Unit, Stunning Unobstructed North/West Views Of The City. Highly Sought After Bartholomew Condominiums, Quick & Easy Access To Ttc, Subways, Dvp, Bayview Extension & Gardiner Exp. Way, Ryerson University, Shopping & Easy Access To Downtown Core. 5 Star Amenities-Bbq Area, Party/Meeting Room, Exercise Room, Gym, Pet Grooming Rm, Bike Storage, Concierge, Visitor Prk. Shared Community Garden.
S.S Fridge, Dishwasher, Microwave, Oven. Electric Cooktop, Washer & Dryer, Elf & Window Covering. Kit Quartz Countertop & Under-Mount Sink, Custom-Designed Bathroom Vanity, Laminate Throughout. Buyer/Buyer Agent Verify Measurements & Taxes."
C4906510,Unit 602 - 20 Tubman Ave,Regent Park - Toronto,Condo Apt,"$ 899,000","$904,775",As of 2020-09-10,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,870",$588/month,water,0-5,2020-09-10,2020-09-10,"$3,353",3.15%,Dundas And Tubman,Apartment,S,"The Film Model At The Wyatt Condominiums By Daniels. Rarely Offered 937 Sqft 2 Bedroom+Den Unit. 10 Foot Ceiling Throughout, Extra Large 208Sqft Balcony. Unobstructed Clear South View. 1 Parking And 1 Lock Er ( On The Same Floor) Included. Professionally Painted, Smooth Ceiling Throughout, Modern Kitchen With Backsplash And Quartz Countertop Island. Minutes To Shopping, Restaurant, Parks And Dvp
All Elfs. All Window Coverings. Stainless Steel Fridge, Stainless Steel Dishwasher, Built In Cook-Top, Stainless Steel Built-In Oven. Built-In Stainless Steel Microwave. Front Load Washer & Dryer. 1 Parking & 1 Locker (Same Floor)"
C4855952,Unit 1807 - 55 Regent Park Blvd,Regent Park - Toronto,Condo Apt,"$ 748,000","$733,725",As of 2020-08-04,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,338",$553/month,"water,heat",-,2020-08-04,2020-08-04,"$2,708",3.02%,Dundas/River,Apartment,S,"Welcome Daniels' One Park Place - Wonderful 2 Bed 2 Bath Lake View Unit. Bright And Clean With A West View Of Cn Tower. 45,000 Sq Ft. Of Exceptional Indoor/Outdoor Amenity Space Incl Basketball Court. Walking Distance To City Of Toronto Community Centre, Six-Acre Park, Regional Aquatic Centre And Athletic Grounds. 10 Mins To Downtown Core Of Toronto.
Stainless Steel Fridge, Stainless Steel Stove, Stainless Dishwasher, Washer And Dryer, Microwave, All Electronic Fixtures, All Windows Coverings, 1 Parking & 1 Locker"
C4889053,Unit 604 - 260 Sackville St,Regent Park - Toronto,Condo Apt,"$ 495,000","$523,861",As of 2020-08-28,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,481",$345/month,"water,heat",-,2020-08-28,2020-08-28,"$1,851",2.97%,Dundas/Parliament,Apartment,N,"Well Maintained Spacious 1 Bdrroom, 9Ft Ceilings, Laminate Flooring Throughout, Open Concept Kitchen, Stainless Steel Appliances, Low Maintenance Fee, Steps To Park, Swimming Pool, Ttc, Banks, Restaurants, Freshco, Riverdale Farm, Easy Dvp Access, Close To Distillery District, St. Lawrence Mrkt, Eaton Centre, George Brown College, Ryerson University. 2020 New Dishwasher, Microwave, Paint
S/S Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Light Fixtures, Window Coverings"
C4879023,Unit 513 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 615,000","$609,830",As of 2020-09-05,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,051",$396/month,"water,heat",0-5,2020-08-20,2020-09-05,"$2,193",3.01%,Dundas And Sackville,Apartment,E,"Location Location Location!! 1-Min Walk To Dundas Streetcar, 2-Min Walk To Queen&College Streetcars, 5-Min Walk To King Streetcar, 7-Min Walk To Cabbagetown, 5-Min Walk To Corktown, 15-Min Walk To The Historic Distillery District, 20-Min Walk To Eaton Centre. This Stunning & Spacious Unit Is In The Midst Of Shops, Grocery Store, Restaurants, Dog Park, Outdoor Athletic Field, Aquatic Centre, Ice Rink, Arts & Cultural Centre, Close Dvp Access, George Brown Col.
Ss Appliances: Dishwasher, Fridge, Oven With Cooktop, Microwave, Stacked Washer & Dryer, Bathroom Vanity And Foyer Console Table/Cabinet."
